--Header-Start--

SerialNumber	6194314361
PartNumber	1891115 HY1 CAM 17700x
BatchSerialNumber	3055645
Revision	1891115
OperationTypeName	SW Debug
UUTStatus	Passed
ErrorCode	
ErrorMessage	
StartDateTime	2019-11-11T14:03:50
ExecutionTime	174
TestSocketIndex	02
StationName	FLYING-PROBE4
OperatorName	Operator
SoftwareName	1891115-TOP-V002
SoftwareVersion	NA

--Step-Data-Start--
StepType	StepName	MeasureName	Value	LowLimit	HighLimit	CompOperator	Unit	StepStatus	StepExecutionTime	StepReportText	StepErrorCode	StepErrorMessage	CausedSequenceFailure
NumericLimitTest	ISH754	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH755	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH767	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH164	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH165	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH758	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH742	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH741	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH717	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH745	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH723	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH714	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH133	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH120	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH718	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH738	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH124	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH761	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH765	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH161	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH185	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH189	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH181	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH780	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH182	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH781	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH186	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH184	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH857	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH776	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH903	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH187	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH958	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH872	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH775	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH854	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH188	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH777	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH190	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH500	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH869	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH876	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH874	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH773	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH774	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH772	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH499	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH884	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH867	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH838	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH498	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH860	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH837	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH863	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH864	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH861	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH888	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH862	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH893	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH883	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH887	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH882	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH904	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH859	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH856	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH896	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH897	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH950	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH853	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH852	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH946	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH871	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH870	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH784	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH783	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH778	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH496	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH779	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH868	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH901	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH902	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH885	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH183	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH855	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH879	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH886	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH900	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH866	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH851	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH947	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH913	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH865	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH894	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH895	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH898	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH890	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH907	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH908	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH875	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH877	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH910	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH960	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH891	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH813	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH812	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH905	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH918	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH782	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH201	P-Auto	9945.120000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH916	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH917	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH926	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH889	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH816	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH932	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH915	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH912	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH202	P-Auto	10007.270000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH920	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH814	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH193	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH198	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH199	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH194	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH191	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH618	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH922	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH756	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH768	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH173	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH195	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH179	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	IP2P147	P-Auto	563.990000	100.0	100.0	GT	O	Passed	10.000000		0		
NumericLimitTest	IP2P71	P-Auto	390.340000	100.0	100.0	GT	O	Passed	10.000000		0		
NumericLimitTest	IP2P72	P-Auto	7278.020000	100.0	100.0	GT	O	Passed	2.000000		0		
NumericLimitTest	IP2P149	P-Auto	3858.230000	100.0	100.0	GT	O	Passed	3.000000		0		
NumericLimitTest	IG2P33	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH751	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH911	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH914	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH839	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH841	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH501	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH878	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH815	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH495	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH497	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH959	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH906	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH921	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH858	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH873	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH951	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH771	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH180	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH770	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH719	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH725	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH724	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH728	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH750	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH749	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH752	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	IP2P131	P-Auto	8654.940000	100.0	100.0	GT	O	Passed	15.000000		0		
NumericLimitTest	IP2P12	P-Auto	18195.040000	100.0	100.0	GT	O	Passed	3.000000		0		
NumericLimitTest	IP2P138	P-Auto	36390.080000	100.0	100.0	GT	O	Passed	2.000000		0		
NumericLimitTest	IP2P13	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	2.000000		0		
NumericLimitTest	IP2P132	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	3.000000		0		
NumericLimitTest	IP2P139	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	2.000000		0		
NumericLimitTest	IP2P46	P-Auto	16011.640000	100.0	100.0	GT	O	Passed	2.000000		0		
NumericLimitTest	IP2P29	P-Auto	7697.900000	100.0	100.0	GT	O	Passed	10.000000		0		
NumericLimitTest	IP2P30	P-Auto	21933.750000	100.0	100.0	GT	O	Passed	3.000000		0		
NumericLimitTest	ISH764	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH763	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	ISH178	P-Auto	55859.380000	100.0	100.0	GT	O	Passed	1.000000		0		
NumericLimitTest	U119	PD5(PCI29-	0.930000	0.5592	1.3048	GELE	V	Passed	10.000000		0		
NumericLimitTest	U134	IO_L22N_3-G	0.400000	0.2382	0.5558	GELE	V	Passed	1.000000		0		
NumericLimitTest	U134	IO_L22P_3-	0.401000	0.2376	0.5544	GELE	V	Passed	1.000000		0		
NumericLimitTest	U134	IO_L23N_3-G	0.400000	0.2382	0.5558	GELE	V	Passed	1.000000		0		
NumericLimitTest	U134	IO_L23P_3-G	0.400000	0.2376	0.5544	GELE	V	Passed	1.000000		0		
NumericLimitTest	U119	PC7(TOSC2e-	0.397000	0.2328	0.5432	GELE	V	Passed	1.000000		0		
NumericLimitTest	U119	AREF-G	0.912000	0.5508	1.2852	GELE	V	Passed	10.000000		0		
NumericLimitTest	C198	100NF	91.160000	80.96	103.04	GELE	nF	Passed	0.000000		0		
NumericLimitTest	U119	PA5(ADC5/L-	0.399000	0.2346	0.5474	GELE	V	Passed	1.000000		0		
NumericLimitTest	C203	100NF	90.400000	79.2	100.8	GELE	nF	Passed	0.000000		0		
NumericLimitTest	U119	PA0(ADC0/-G	0.918000	0.5544	1.2936	GELE	V	Passed	10.000000		0		
NumericLimitTest	U118	A-G	0.911000	0.54	1.26	GELE	V	Passed	10.000000		0		
NumericLimitTest	U117	+-G	0.896000	0.5406	1.2614	GELE	V	Passed	10.000000		0		
NumericLimitTest	R189	10KO	9.966000	9.7	10.3	GELE	KO	Passed	5.000000		0		
NumericLimitTest	U117	DI-G	0.893000	0.5352	1.2488	GELE	V	Passed	10.000000		0		
NumericLimitTest	U104	APin	1.066000	0.541	1.623	GELE	V	Passed	1.000000		0		
NumericLimitTest	U104	A-G	1.066000	0.6504	1.5176	GELE	V	Passed	1.000000		0		
NumericLimitTest	R133	330.0O	329.950000	320.1	339.9	GELE	O	Passed	1.000000		0		
NumericLimitTest	Q108-1	B-C	0.772000	0.5411	1.0049	GELE	V	Passed	1.000000		0		
NumericLimitTest	U109	3Y-G	0.845000	0.5244	1.2236	GELE	V	Passed	10.000000		0		
NumericLimitTest	Q113-1	E-C-B	0.011000	0.3	0.3	GELE	V	Passed	10.000000		0		
NumericLimitTest	Q113-1	E-B	0.820000	0.5691	1.0569	GELE	V	Passed	1.000000		0		
NumericLimitTest	Q113-1	B-C	0.812000	0.56	1.04	GELE	V	Passed	1.000000		0		
NumericLimitTest	U134	IO_L18P_0-	0.399000	0.2364	0.5516	GELE	V	Passed	1.000000		0		
NumericLimitTest	U134	IO_L19N_0&-	0.400000	0.2364	0.5516	GELE	V	Passed	1.000000		0		
NumericLimitTest	Q113-2	E-C-B	0.003000	0.3	0.3	GELE	V	Passed	1.000000		0		
NumericLimitTest	Q113-2	E-B	0.813000	0.5656	1.0504	GELE	V	Passed	1.000000		0		
NumericLimitTest	C143*	10.3UF	8.035000	7.5856	9.6544	GELE	uF	Passed	1.000000		0		
NumericLimitTest	Q108-1	C-E	55859.380000	100.0	100.0	GT	O	Passed	2.000000		0		
NumericLimitTest	U134	IO_L19P_0-	0.407000	0.2358	0.5502	GELE	V	Passed	1.000000		0		
NumericLimitTest	Q113-2	B-C	0.821000	0.5705	1.0595	GELE	V	Passed	1.000000		0		
NumericLimitTest	Q108-1	E-C-B	0.029000	0.3	0.3	GELE	V	Passed	1.000000		0		
NumericLimitTest	U104	FB-G	1.668000	1.0008	2.3352	GELE	V	Passed	1.000000		0		
NumericLimitTest	U113	2Y-G	0.842000	0.5046	1.1774	GELE	V	Passed	10.000000		0		
NumericLimitTest	U113	6Y-G	0.951000	0.5724	1.3356	GELE	V	Passed	1.000000		0		
NumericLimitTest	U113	1Y-G	0.957000	0.5742	1.3398	GELE	V	Passed	1.000000		0		
NumericLimitTest	U809	~CAS-G	1.134000	1.04	1.56	GELE	V	Passed	1.000000		0		
NumericLimitTest	U809	~CAS-G	0	0.7792	1.1688	GELE		Skipped	10.000000		0		
NumericLimitTest	U800	IO_L18N_0	0.928000	0.5964	1.3916	GELE	V	Passed	1.000000		0		
NumericLimitTest	U800	IO_L19P_0-	0.461000	0.3258	0.7602	GELE	V	Passed	1.000000		0		
NumericLimitTest	C202	100NF	90.820000	79.2	100.8	GELE	nF	Passed	0.000000		0		
NumericLimitTest	U800	IO_L19N_0	0.929000	0.567	1.323	GELE	V	Passed	1.000000		0		
NumericLimitTest	U809	~RAS-G	0.991000	0.788	1.182	GELE	V	Passed	1.000000		0		
NumericLimitTest	U800	IO_L11P_31	0.577000	0.327	0.763	GELE	V	Passed	1.000000		0		
NumericLimitTest	U800	IO_L06N_1-	0.862000	0.5202	1.2138	GELE	V	Passed	10.000000		0		
NumericLimitTest	U800	GND-G	0.863000	0.5226	1.2194	GELE	V	Passed	10.000000		0		
NumericLimitTest	U800	IO_L20P_2-	0.856000	0.5214	1.2166	GELE	V	Passed	10.000000		0		
NumericLimitTest	U800	VCCO_2-G	0.862000	0.5172	1.2068	GELE	V	Passed	10.000000		0		
NumericLimitTest	U800	IO_L08P_3,	0.619000	0.3306	0.7714	GELE	V	Passed	1.000000		0		
NumericLimitTest	U800	IO_L05N_1P	0.618000	0.42	0.98	GELE	V	Passed	1.000000		0		
NumericLimitTest	U808	I/O_GCK1-G	0.940000	0.5616	1.3104	GELE	V	Passed	1.000000		0		
NumericLimitTest	U800	IO_L09N_37	0.618000	0.3222	0.7518	GELE	V	Passed	1.000000		0		
NumericLimitTest	U800	VCCO_3-G	0.613000	0.3306	0.7714	GELE	V	Passed	1.000000		0		
NumericLimitTest	U800	IO_L03P_2-	0.864000	0.516	1.204	GELE	V	Passed	10.000000		0		
NumericLimitTest	U800	IO_L05P_2-	0.866000	0.5304	1.2376	GELE	V	Passed	10.000000		0		
NumericLimitTest	U800	IO_L02N_1-	0.866000	0.519	1.211	GELE	V	Passed	10.000000		0		
NumericLimitTest	U800	IO_L05N_2-	0.865000	0.5166	1.2054	GELE	V	Passed	10.000000		0		
NumericLimitTest	U800	GND-G	0.864000	0.5496	1.2824	GELE	V	Passed	10.000000		0		
NumericLimitTest	U800	IO_L06P_2-	0.864000	0.519	1.211	GELE	V	Passed	10.000000		0		
NumericLimitTest	U800	IO_L06N_2-	0.864000	0.5214	1.2166	GELE	V	Passed	10.000000		0		
NumericLimitTest	U807	~RESET-G	0.657000	0.3858	0.9002	GELE	V	Passed	1.000000		0		
NumericLimitTest	U808	TDO-G	0.897000	0.5436	1.2684	GELE	V	Passed	10.000000		0		
NumericLimitTest	U800	GND-G	0.609000	0.3126	0.7294	GELE	V	Passed	1.000000		0		
NumericLimitTest	U807	~BYTE-G	0.869000	0.5412	1.2628	GELE	V	Passed	10.000000		0		
NumericLimitTest	U800	IO_L03P_1-	0.861000	0.519	1.211	GELE	V	Passed	10.000000		0		
NumericLimitTest	U807	A18-G	0.879000	0.5298	1.2362	GELE	V	Passed	10.000000		0		
NumericLimitTest	U800	IO_L14P_2-	0.623000	0.3252	0.7588	GELE	V	Passed	1.000000		0		
NumericLimitTest	U807	A17-G	0.875000	0.5364	1.2516	GELE	V	Passed	10.000000		0		
NumericLimitTest	U807	A14-G	0.654000	0.3798	0.8862	GELE	V	Passed	1.000000		0		
NumericLimitTest	U800	IO_L07P_1-	0.862000	0.5178	1.2082	GELE	V	Passed	10.000000		0		
NumericLimitTest	U807	A16-G	0.868000	0.528	1.232	GELE	V	Passed	10.000000		0		
NumericLimitTest	U807	A15-G	0.878000	0.5352	1.2488	GELE	V	Passed	10.000000		0		
NumericLimitTest	U807	A19-G	0.879000	0.5304	1.2376	GELE	V	Passed	10.000000		0		
NumericLimitTest	U800	VCCO_1-G	0.616000	0.3258	0.7602	GELE	V	Passed	1.000000		0		
NumericLimitTest	U807	A13-G	0.875000	0.5856	1.3664	GELE	V	Passed	10.000000		0		
NumericLimitTest	U800	IO_L01N_1-	0.859000	0.5148	1.2012	GELE	V	Passed	10.000000		0		
NumericLimitTest	U800	IO_L03N_1-	0.858000	0.525	1.225	GELE	V	Passed	10.000000		0		
NumericLimitTest	U800	IO_L07P_2-	0.855000	0.5178	1.2082	GELE	V	Passed	10.000000		0		
NumericLimitTest	U800	IO_L18N_2-	0.857000	0.516	1.204	GELE	V	Passed	10.000000		0		
NumericLimitTest	R148	10KO	9.997000	9.7	10.3	GELE	KO	Passed	5.000000		0		
NumericLimitTest	C157*	4.72UF	4.949000	3.6816	5.7584	GELE	uF	Passed	1.000000		0		
NumericLimitTest	U108	CCDIN-G	0.813000	0.4692	1.0948	GELE	V	Passed	1.000000		0		
NumericLimitTest	C150	22.0NF	9.654000	7.744	9.856	GELE	uF	Passed	1.000000		0		
NumericLimitTest	R146	2.7KO	2.704700	2.619	2.781	GELE	KO	Passed	2.000000		0		
NumericLimitTest	R147	1KO	0.999300	0.97	1.03	GELE	KO	Passed	2.000000		0		
NumericLimitTest	U108	CLI-G	0.954000	0.5526	1.2894	GELE	V	Passed	10.000000		0		
NumericLimitTest	U134	IO_L09P_07-	0.547000	0.3216	0.7504	GELE	V	Passed	1.000000		0		
NumericLimitTest	U123	*	30.720000	18.0	54.0	GELE	pF	Passed	0.000000		0		
NumericLimitTest	U108	REFT-G	0.829000	0.48	1.12	GELE	V	Passed	1.000000		0		
NumericLimitTest	C171	100NF	135.300000	114.4	145.6	GELE	nF	Passed	0.000000		0		
NumericLimitTest	C172	100NF	136.700000	124.96	159.04	GELE	nF	Passed	0.000000		0		
